uid,get_then_use_coupon
11821364,0.00
2384190,0.00
10772799,0.00
12106464,0.00
1859910,0.00
5658293,0.00
11297100,0.00
1859924,0.00
10248533,0.00
13394264,0.00
13394266,0.00
14967132,0.00
15491431,0.00
15491432,0.00
12195300,0.00
3432815,0.00
6601448,0.00
7102841,0.00
3957117,0.00
5529984,0.00
10772866,0.00
3432836,0.00
13918598,0.00
6054286,0.00
287120,0.00
5005714,0.00
6054291,0.00
2384276,0.00
14967200,0.00
4766448,0.00
1860004,0.00
12345766,0.00
12019100,0.00
5005738,0.00
11297199,0.00
12870064,0.00
12870066,0.00
2384307,0.00
10248632,0.00
6578618,0.00
14378399,0.00
13394364,0.00
10772931,0.00
5543774,0.00
10772933,0.00
12345799,0.00
15491531,0.00
12870100,0.00
10248666,0.00
3957213,0.00
3957217,0.00
10772966,0.00
12345831,0.00
15491564,0.00
3432942,0.00
11297264,0.00
13329832,0.00
10248698,0.00
811517,0.00
11821566,0.00
13394431,0.00
14967299,0.00
14967300,0.00
6054405,0.00
834306,0.00
3432974,0.00
15491600,0.00
11297299,0.00
11297300,0.00
2908694,0.00
14443032,0.00
2908706,0.00
14967333,0.00
1335848,0.00
10773033,0.00
10248764,0.00
13854133,0.00
11821632,0.00
11821633,0.00
14967364,0.00
3433030,0.00
6054483,0.00
11297364,0.00
2908762,0.00
11821664,0.00
10773098,0.00
12345965,0.00
811631,0.00
2384497,0.00
5005955,0.00
10009366,0.00
13394566,0.00
6054535,0.00
2384523,0.00
12345999,0.00
11297433,0.00
1335962,0.00
1860252,0.00
10248865,0.00
2384550,0.00
14967466,0.00
287404,0.00
10773165,0.00
12346031,0.00
1860273,0.00
2384565,0.00
6578871,0.00
11297465,0.00
14443200,0.00
287430,0.00
7103186,0.00
11320099,0.00
15491798,0.00
14291065,0.00
4242212,0.00
12870366,0.00
6054623,0.00
4481768,0.00
13394665,0.00
14967531,0.00
6054636,0.00
10773231,0.00
2908912,0.00
15252264,0.00
15491832,0.00
2384638,0.00
14443266,0.00
10248964,0.00
2908934,0.00
11821831,0.00
13394699,0.00
10271533,0.00
10773264,0.00
5006101,0.00
13919000,0.00
15491866,0.00
2384667,0.00
11297566,0.00
651351,0.00
4663192,0.00
2977448,0.00
7103280,0.00
12346165,0.00
15491898,0.00
12870464,0.00
4481859,0.00
2384709,0.00
12230232,0.00
2909006,0.00
14967631,0.00
3433304,0.00
2384730,0.00
11297631,0.00
12870498,0.00
5727718,0.00
15339666,0.00
14967665,0.00
13919098,0.00
2909053,0.00
2384766,0.00
14254600,0.00
10249098,0.00
1336203,0.00
10249100,0.00
1336205,0.00
11821966,0.00
14116333,0.00
13504664,0.00
10773399,0.00
3096416,0.00
10533700,0.00
12346266,0.00
13919131,0.00
11297699,0.00
6579108,0.00
12870566,0.00
6579112,0.00
14443433,0.00
6054826,0.00
3193671,0.00
287663,0.00
13394864,0.00
13394866,0.00
11898532,0.00
5006263,0.00
6579134,0.00
2909120,0.00
11297732,0.00
11297733,0.00
3957704,0.00
13394899,0.00
13394900,0.00
811994,0.00
13919200,0.00
572241,0.00
12870633,0.00
14443498,0.00
14443500,0.00
2384888,0.00
5530619,0.00
12346366,0.00
15492098,0.00
15492100,0.00
550782,0.00
3957766,0.00
1336337,0.00
14378499,0.00
812052,0.00
12442464,0.00
812061,0.00
7103519,0.00
13919264,0.00
15492132,0.00
15492133,0.00
13766833,0.00
12870698,0.00
1860653,0.00
14443566,0.00
10249264,0.00
10249265,0.00
5006386,0.00
6054963,0.00
7103546,0.00
4231496,0.00
10773565,0.00
7103550,0.00
10358965,0.00
2909250,0.00
3433539,0.00
15492164,0.00
4482117,0.00
1336391,0.00
204429,0.00
812105,0.00
2909260,0.00
2909262,0.00
11822164,0.00
13395032,0.00
3957854,0.00
1009168,0.00
12346466,0.00
13919333,0.00
15492198,0.00
3433577,0.00
12928565,0.00
14443631,0.00
14443633,0.00
696744,0.00
14967931,0.00
10773632,0.00
1336454,0.00
15492232,0.00
3193709,0.00
4853955,0.00
11822231,0.00
14967964,0.00
1860766,0.00
3980144,0.00
1446086,0.00
13919399,0.00
4482219,0.00
11297964,0.00
10249400,0.00
3957947,0.00
13395133,0.00
14967998,0.00
12346566,0.00
5006537,0.00
11298000,0.00
5006548,0.00
10249433,0.00
11822299,0.00
13395164,0.00
6922989,0.00
12346599,0.00
2385128,0.00
2909420,0.00
11298031,0.00
11298032,0.00
2909425,0.00
12870898,0.00
1860851,0.00
14968064,0.00
10773764,0.00
10773765,0.00
10773766,0.00
13329964,0.00
15492365,0.00
11298064,0.00
12870932,0.00
11145433,0.00
812315,0.00
10249500,0.00
13395232,0.00
13395233,0.00
14968098,0.00
812323,0.00
10773799,0.00
12346665,0.00
5006635,0.00
1336620,0.00
15492398,0.00
3958070,0.00
4482363,0.00
10249532,0.00
11822399,0.00
13395265,0.00
5530949,0.00
12346699,0.00
12346700,0.00
13714664,0.00
6055254,0.00
14443865,0.00
14443866,0.00
10249564,0.00
6055261,0.00
11822431,0.00
7103855,0.00
6055284,0.00
12871031,0.00
288124,0.00
1336707,0.00
14968200,0.00
10773898,0.00
3433869,0.00
13919632,0.00
13919633,0.00
15492500,0.00
288152,0.00
12871065,0.00
14443931,0.00
5116144,0.00
11822499,0.00
11822500,0.00
13395365,0.00
5006759,0.00
14968233,0.00
3433898,0.00
15164999,0.00
10773932,0.00
13919665,0.00
15492531,0.00
812468,0.00
12871099,0.00
10249666,0.00
7103939,0.00
11822532,0.00
3958217,0.00
6579660,0.00
12346832,0.00
13919698,0.00
13919699,0.00
15492566,0.00
2909656,0.00
812509,0.00
14443999,0.00
3630672,0.00
5531107,0.00
10249700,0.00
3528988,0.00
13919732,0.00
6055421,0.00
1795669,0.00
14444032,0.00
6055429,0.00
3958285,0.00
12346898,0.00
12346899,0.00
12346900,0.00
4482581,0.00
13919766,0.00
4457193,0.00
1336860,0.00
12871200,0.00
14444065,0.00
10249764,0.00
2909734,0.00
11822633,0.00
13395499,0.00
13395500,0.00
12893664,0.00
13919800,0.00
15492666,0.00
5006908,0.00
288317,0.00
12871233,0.00
14444099,0.00
14444100,0.00
10249798,0.00
48055,0.00
10774099,0.00
5531223,0.00
13919832,0.00
3434076,0.00
11298398,0.00
11298399,0.00
5006962,0.00
12347000,0.00
1184020,0.00
288378,0.00
1861243,0.00
11298431,0.00
14444166,0.00
14968465,0.00
10774164,0.00
12347031,0.00
12347032,0.00
812699,0.00
11298465,0.00
12871332,0.00
12871333,0.00
14444199,0.00
812714,0.00
6579887,0.00
13395632,0.00
13395633,0.00
15492799,0.00
15492800,0.00
5007041,0.00
12871364,0.00
1861317,0.00
14444233,0.00
5531339,0.00
15168564,0.00
11822798,0.00
3958480,0.00
1877620,0.00
12347100,0.00
288483,0.00
7104230,0.00
14444264,0.00
3892860,0.00
2494759,0.00
10249966,0.00
14968564,0.00
812793,0.00
13920000,0.00
2385670,0.00
5116204,0.00
10249999,0.00
10250000,0.00
14968598,0.00
1337111,0.00
10774300,0.00
14203866,0.00
6252165,0.00
13920032,0.00
5531426,0.00
6055718,0.00
11298599,0.00
12871464,0.00
7104297,0.00
2582151,0.00
5531437,0.00
14968631,0.00
14968633,0.00
12347198,0.00
5531462,0.00
5531468,0.00
4129717,0.00
2910042,0.00
12347231,0.00
4482913,0.00
15492964,0.00
15492966,0.00
1861491,0.00
1337205,0.00
1337211,0.00
14968700,0.00
10774398,0.00
14902933,0.00
13920132,0.00
11298698,0.00
11298699,0.00
6055820,0.00
12871566,0.00
7104403,0.00
5631114,0.00
14968733,0.00
13842599,0.00
12347298,0.00
13920164,0.00
4482981,0.00
13920166,0.00
15493033,0.00
2494792,0.00
10250165,0.00
13395898,0.00
288702,0.00
12347331,0.00
13920199,0.00
5531593,0.00
15493066,0.00
1047179,0.00
11298764,0.00
5531597,0.00
14444499,0.00
1337305,0.00
13395932,0.00
5351044,0.00
3958762,0.00
15493100,0.00
11823099,0.00
7104509,0.00
13538831,0.00
2910209,0.00
2910210,0.00
4483076,0.00
288774,0.00
3892908,0.00
15493131,0.00
14444566,0.00
5124834,0.00
11823131,0.00
288798,0.00
813088,0.00
10774566,0.00
813097,0.00
6580271,0.00
12871731,0.00
14902964,0.00
10250298,0.00
11823165,0.00
1009333,0.00
11932000,0.00
1337411,0.00
10774598,0.00
12347465,0.00
15493200,0.00
1861713,0.00
11298899,0.00
12871764,0.00
5007445,0.00
12871766,0.00
3958872,0.00
813146,0.00
11823198,0.00
12893200,0.00
5531747,0.00
14968932,0.00
44535,0.00
12347499,0.00
5007468,0.00
14444664,0.00
7104636,0.00
1337475,0.00
13396100,0.00
3434638,0.00
13920399,0.00
11298964,0.00
13417498,0.00
10250399,0.00
11823264,0.00
7104678,0.00
14968999,0.00
4483240,0.00
12347565,0.00
13920431,0.00
813232,0.00
7104695,0.00
7104697,0.00
12871866,0.00
2910398,0.00
3958977,0.00
13396165,0.00
13396166,0.00
14969032,0.00
2910409,0.00
12347600,0.00
4483281,0.00
15493331,0.00
2910421,0.00
2669604,0.00
6056159,0.00
3434720,0.00
3434728,0.00
7125090,0.00
13330131,0.00
15493365,0.00
5531895,0.00
11823364,0.00
813317,0.00
13396233,0.00
14969098,0.00
10774799,0.00
12347664,0.00
5574508,0.00
289047,0.00
1861913,0.00
6580509,0.00
5531936,0.00
12893232,0.00
5531939,0.00
13396264,0.00
2386219,0.00
14969133,0.00
1861934,0.00
10774833,0.00
6056244,0.00
15493433,0.00
4483388,0.00
813374,0.00
14444864,0.00
813377,0.00
10250566,0.00
13396298,0.00
14969164,0.00
14969166,0.00
10774865,0.00
2057955,0.00
13920599,0.00
11299164,0.00
12872031,0.00
7104865,0.00
6580582,0.00
13396333,0.00
480996,0.00
13920632,0.00
15493500,0.00
1337725,0.00
11299200,0.00
14444932,0.00
10250633,0.00
11823500,0.00
15493533,0.00
1337759,0.00
2386340,0.00
14444965,0.00
7104944,0.00
6056369,0.00
13920700,0.00
15493566,0.00
6056383,0.00
11299264,0.00
4483521,0.00
1862085,0.00
12114264,0.00
847619,0.00
813530,0.00
5532123,0.00
13920732,0.00
15493598,0.00
11299299,0.00
12872165,0.00
289254,0.00
12893265,0.00
5007851,0.00
11823600,0.00
13396465,0.00
13766600,0.00
2910712,0.00
12347898,0.00
12281599,0.00
13920764,0.00
3959294,0.00
4483586,0.00
1337861,0.00
14445064,0.00
10250765,0.00
14969366,0.00
1337883,0.00
12347932,0.00
1862176,0.00
11299365,0.00
11299366,0.00
12872231,0.00
7105065,0.00
221897,0.00
1301532,0.00
3281331,0.00
5532212,0.00
10775098,0.00
12347966,0.00
2931808,0.00
2057995,0.00
12945264,0.00
7038732,0.00
3959370,0.00
289357,0.00
10250831,0.00
7105105,0.00
11823700,0.00
14969433,0.00
10775133,0.00
4483678,0.00
5007969,0.00
2386539,0.00
813677,0.00
10250865,0.00
289404,0.00
6056573,0.00
12348033,0.00
13920899,0.00
15493764,0.00
747286,0.00
1337992,0.00
11299466,0.00
14185599,0.00
2314104,0.00
11823764,0.00
11823765,0.00
289430,0.00
3652592,0.00
13396633,0.00
289434,0.00
14969499,0.00
14969500,0.00
12348064,0.00
1862305,0.00
5008041,0.00
11299499,0.00
5008044,0.00
10250931,0.00
4155166,0.00
10868565,0.00
13396665,0.00
14969533,0.00
2386635,0.00
7105228,0.00
11549431,0.00
4483795,0.00
6580949,0.00
14936299,0.00
11823832,0.00
3959514,0.00
13396699,0.00
1338076,0.00
5291130,0.00
7105246,0.00
13920998,0.00
11299565,0.00
289520,0.00
5532402,0.00
5553278,0.00
13396732,0.00
13396733,0.00
12348165,0.00
15493898,0.00
15493899,0.00
813839,0.00
11299600,0.00
12872465,0.00
13396765,0.00
3885336,0.00
10775332,0.00
12348199,0.00
13921064,0.00
14553564,0.00
5008170,0.00
4483891,0.00
813876,0.00
4766857,0.00
2386745,0.00
2386746,0.00
13396799,0.00
3959619,0.00
1862468,0.00
10775366,0.00
12348232,0.00
12348233,0.00
813907,0.00
1528497,0.00
11823966,0.00
13396831,0.00
289632,0.00
14969699,0.00
1862501,0.00
3435371,0.00
3435372,0.00
11299699,0.00
14445431,0.00
11823998,0.00
13396866,0.00
12281665,0.00
12348299,0.00
2911117,0.00
15494032,0.00
11299731,0.00
3805678,0.00
6056855,0.00
14445465,0.00
14445466,0.00
1338269,0.00
6581151,0.00
13396898,0.00
15427398,0.00
14969766,0.00
10775464,0.00
813994,0.00
813995,0.00
1862579,0.00
5008308,0.00
11299765,0.00
11299766,0.00
12872632,0.00
14445498,0.00
14969800,0.00
3959753,0.00
6800062,0.00
4484048,0.00
3435473,0.00
2320206,0.00
11299798,0.00
12872664,0.00
12872665,0.00
1862621,0.00
6056930,0.00
3435499,0.00
289776,0.00
2911217,0.00
13921266,0.00
15494131,0.00
11299833,0.00
11824133,0.00
13396999,0.00
1338383,0.00
13921298,0.00
7105560,0.00
14116699,0.00
10251300,0.00
13397031,0.00
7105577,0.00
12718599,0.00
14969900,0.00
12348464,0.00
13921331,0.00
11299899,0.00
11299900,0.00
2387008,0.00
10251331,0.00
10251333,0.00
14969932,0.00
13921364,0.00
13921365,0.00
6581335,0.00
3959896,0.00
14445665,0.00
2387045,0.00
14969965,0.00
2911348,0.00
12348533,0.00
12872831,0.00
14445699,0.00
10251399,0.00
289934,0.00
6581402,0.00
12805999,0.00
6581406,0.00
11300000,0.00
12194331,0.00
1338535,0.00
2387113,0.00
15165298,0.00
14970032,0.00
14970033,0.00
987308,0.00
15494331,0.00
3194059,0.00
12872900,0.00
5008581,0.00
10251464,0.00
2911437,0.00
290000,0.00
3543587,0.00
10775764,0.00
3960026,0.00
13921499,0.00
4679546,0.00
11300064,0.00
12872932,0.00
3435755,0.00
11824366,0.00
10775798,0.00
12348666,0.00
13921532,0.00
15494399,0.00
290048,0.00
6057219,0.00
5008647,0.00
5008658,0.00
12348698,0.00
12348700,0.00
5008669,0.00
6581535,0.00
15494433,0.00
11300131,0.00
1862948,0.00
12872998,0.00
12873000,0.00
10251565,0.00
10271965,0.00
2911538,0.00
2911540,0.00
14970165,0.00
14970166,0.00
10775866,0.00
13921599,0.00
7105858,0.00
12873032,0.00
2911562,0.00
4484431,0.00
2911568,0.00
11824466,0.00
3960151,0.00
6678648,0.00
290143,0.00
6581608,0.00
290154,0.00
3435887,0.00
10251632,0.00
14378899,0.00
13397365,0.00
13397366,0.00
572649,0.00
2387320,0.00
6427201,0.00
14445964,0.00
14445965,0.00
10251665,0.00
290195,0.00
13397399,0.00
6057370,0.00
12348833,0.00
15494565,0.00
1338791,0.00
11300264,0.00
14445998,0.00
2058142,0.00
2387382,0.00
12718665,0.00
13397432,0.00
3435966,0.00
7105984,0.00
12348865,0.00
2387398,0.00
2387400,0.00
11300298,0.00
5008843,0.00
1338831,0.00
4484563,0.00
15077966,0.00
13397466,0.00
10776033,0.00
7106022,0.00
290281,0.00
12873199,0.00
6057459,0.00
814580,0.00
13397498,0.00
3960317,0.00
4484607,0.00
5533187,0.00
1719941,0.00
13921798,0.00
15494664,0.00
2911753,0.00
11300364,0.00
1533869,0.00
2911762,0.00
12631299,0.00
10251799,0.00
10251800,0.00
13397531,0.00
3960348,0.00
2911773,0.00
3436065,0.00
10776098,0.00
10776099,0.00
5008932,0.00
1338922,0.00
15494699,0.00
1863213,0.00
1338933,0.00
1863223,0.00
11824698,0.00
11824699,0.00
13397565,0.00
14970431,0.00
10776132,0.00
1338951,0.00
13921866,0.00
814673,0.00
12873298,0.00
12873299,0.00
14446166,0.00
10251865,0.00
11824732,0.00
2387560,0.00
15494764,0.00
11300464,0.00
6057589,0.00
11145833,0.00
4828101,0.00
10251899,0.00
4504853,0.00
13921931,0.00
13921932,0.00
14796666,0.00
3436176,0.00
11300499,0.00
12873364,0.00
12873365,0.00
14446232,0.00
10251931,0.00
10251932,0.00
4734289,0.00
13397664,0.00
14970531,0.00
290468,0.00
3436201,0.00
5553437,0.00
5009072,0.00
15494833,0.00
11300532,0.00
12873400,0.00
6776778,0.00
5533376,0.00
13397698,0.00
14970564,0.00
11300564,0.00
5533399,0.00
12873432,0.00
11844900,0.00
11824865,0.00
14970600,0.00
13922031,0.00
13922033,0.00
15494898,0.00
165190,0.00
3980585,0.00
12806100,0.00
6165119,0.00
14446332,0.00
3436285,0.00
7106306,0.00
2912005,0.00
10776331,0.00
5009167,0.00
12349200,0.00
13922065,0.00
11300631,0.00
1863449,0.00
3436314,0.00
290591,0.00
10252065,0.00
3960617,0.00
1339180,0.00
10776366,0.00
6057777,0.00
12948764,0.00
7106362,0.00
12873531,0.00
12873533,0.00
814910,0.00
14446399,0.00
10252098,0.00
10252099,0.00
1863493,0.00
2912071,0.00
14970700,0.00
10776398,0.00
13592065,0.00
11300698,0.00
11300699,0.00
12873564,0.00
1883450,0.00
14446431,0.00
3960672,0.00
1863522,0.00
6582121,0.00
2555535,0.00
7106415,0.00
13922165,0.00
3436407,0.00
15495032,0.00
11300731,0.00
13731731,0.00
290687,0.00
14446465,0.00
3893227,0.00
290699,0.00
13397900,0.00
14970766,0.00
6582165,0.00
7106460,0.00
11300766,0.00
12873632,0.00
1708699,0.00
10252198,0.00
10252200,0.00
14970798,0.00
3436464,0.00
5533618,0.00
5009333,0.00
6339913,0.00
2912185,0.00
15495098,0.00
15495099,0.00
3436476,0.00
11300798,0.00
1423786,0.00
11300800,0.00
4485057,0.00
14446531,0.00
4485063,0.00
1339337,0.00
13397964,0.00
14970832,0.00
2757283,0.00
10776532,0.00
3436501,0.00
15495132,0.00
1339359,0.00
1339361,0.00
12873698,0.00
7106537,0.00
10252266,0.00
4854439,0.00
11825132,0.00
13397998,0.00
1266665,0.00
10776566,0.00
15495164,0.00
15495165,0.00
7106561,0.00
2912261,0.00
14446599,0.00
10252298,0.00
11825165,0.00
14970900,0.00
290842,0.00
3960859,0.00
815137,0.00
1359195,0.00
4485156,0.00
12873765,0.00
12107100,0.00
10252331,0.00
10776631,0.00
10776632,0.00
12349498,0.00
2912316,0.00
1863744,0.00
6058052,0.00
5029217,0.00
3436620,0.00
13398098,0.00
13398100,0.00
10776664,0.00
815193,0.00
1339483,0.00
290909,0.00
2388065,0.00
15495266,0.00
11300964,0.00
11300965,0.00
6582379,0.00
815214,0.00
10252399,0.00
10694033,0.00
5009529,0.00
10776698,0.00
4485246,0.00
14220566,0.00
290963,0.00
15165465,0.00
254102,0.00
6582435,0.00
2844700,0.00
12873899,0.00
14446765,0.00
14446766,0.00
10252466,0.00
14971065,0.00
1863866,0.00
12349633,0.00
1863874,0.00
13922499,0.00
15495366,0.00
11301064,0.00
11301066,0.00
14446798,0.00
14446800,0.00
291025,0.00
11825365,0.00
13398231,0.00
10776799,0.00
10776800,0.00
12349666,0.00
48507,0.00
10709031,0.00
5009644,0.00
14446831,0.00
14446832,0.00
13398264,0.00
10097364,0.00
13398266,0.00
1339643,0.00
10776833,0.00
12349700,0.00
6602113,0.00
11670231,0.00
5009679,0.00
3436816,0.00
14446866,0.00
10272131,0.00
11825431,0.00
6582552,0.00
11825433,0.00
3436831,0.00
2388260,0.00
1863976,0.00
1970908,0.00
15495466,0.00
815403,0.00
12874032,0.00
1339702,0.00
1863994,0.00
13398332,0.00
14971199,0.00
14971200,0.00
6582593,0.00
12349765,0.00
1339718,0.00
13922633,0.00
4417592,0.00
11825498,0.00
291163,0.00
3961180,0.00
6058334,0.00
14971232,0.00
1864036,0.00
12349798,0.00
7106921,0.00
3961201,0.00
4941886,0.00
815478,0.00
6165225,0.00
291199,0.00
14971264,0.00
14971265,0.00
10776964,0.00
10776965,0.00
12349831,0.00
3961224,0.00
5009804,0.00
6058381,0.00
2757357,0.00
5159831,0.00
14446998,0.00
815512,0.00
14971299,0.00
10776999,0.00
6582697,0.00
13922731,0.00
13505266,0.00
15495598,0.00
815536,0.00
11301298,0.00
3543795,0.00
5534132,0.00
12874165,0.00
12874166,0.00
14447032,0.00
11825599,0.00
13398464,0.00
5009858,0.00
10777031,0.00
2388427,0.00
13922764,0.00
6582733,0.00
3437010,0.00
3437011,0.00
291284,0.00
11301333,0.00
14447064,0.00
14447065,0.00
10252764,0.00
11825631,0.00
11825632,0.00
14971364,0.00
3961322,0.00
12349931,0.00
15495666,0.00
4485620,0.00
11301365,0.00
14447099,0.00
1339901,0.00
10252798,0.00
11825664,0.00
291331,0.00
2388484,0.00
13398533,0.00
14971398,0.00
5534226,0.00
11301398,0.00
11301399,0.00
5009963,0.00
10777132,0.00
12349998,0.00
14553864,0.00
815676,0.00
14447165,0.00
10252864,0.00
13398600,0.00
14971466,0.00
6058575,0.00
4505016,0.00
3961426,0.00
291411,0.00
15495766,0.00
11301466,0.00
1446671,0.00
10252898,0.00
10252899,0.00
7107173,0.00
13398631,0.00
13398632,0.00
6582889,0.00
12350066,0.00
6058615,0.00
6582905,0.00
11301498,0.00
12874364,0.00
10252931,0.00
2388612,0.00
4485765,0.00
14971531,0.00
291471,0.00
10777232,0.00
10883864,0.00
13922964,0.00
15495832,0.00
15495833,0.00
6582941,0.00
2388645,0.00
13398699,0.00
13398700,0.00
10777265,0.00
12350133,0.00
13922999,0.00
15495864,0.00
2388665,0.00
1626741,0.00
815809,0.00
815813,0.00
2757409,0.00
11825865,0.00
13398731,0.00
13398732,0.00
2907749,0.00
12350165,0.00
3437271,0.00
1964217,0.00
10621733,0.00
14447332,0.00
1864422,0.00
11825898,0.00
13398764,0.00
14971633,0.00
815859,0.00
7107316,0.00
10777333,0.00
12350198,0.00
12350199,0.00
6242244,0.00
14447365,0.00
10253065,0.00
13398800,0.00
14971665,0.00
291609,0.00
13923100,0.00
11301665,0.00
11301666,0.00
12874532,0.00
1708849,0.00
11825964,0.00
13398833,0.00
10777400,0.00
3437370,0.00
15495998,0.00
4242912,0.00
815942,0.00
14447431,0.00
5439175,0.00
13398866,0.00
14971731,0.00
14971732,0.00
3806009,0.00
10777433,0.00
1340250,0.00
12439866,0.00
12350300,0.00
15496032,0.00
15496033,0.00
12874598,0.00
10253164,0.00
1723298,0.00
11826031,0.00
291707,0.00
7107453,0.00
11301765,0.00
12874633,0.00
11826064,0.00
11826065,0.00
13398931,0.00
6583190,0.00
10777498,0.00
10777500,0.00
3437476,0.00
725496,0.00
11301799,0.00
11301800,0.00
6514844,0.00
6058923,0.00
5010349,0.00
11826098,0.00
3437499,0.00
6583229,0.00
816063,0.00
12350400,0.00
14447564,0.00
747682,0.00
10253265,0.00
1864658,0.00
3437532,0.00
6583265,0.00
13923298,0.00
816099,0.00
15496164,0.00
15496165,0.00
15496166,0.00
11301864,0.00
11826165,0.00
3437565,0.00
12206999,0.00
10777599,0.00
12350464,0.00
12350465,0.00
12350466,0.00
816134,0.00
15496200,0.00
2913289,0.00
12874766,0.00
14447631,0.00
6951768,0.00
11826198,0.00
10958564,0.00
14971932,0.00
660315,0.00
13923365,0.00
13923366,0.00
2945357,0.00
6583342,0.00
1340463,0.00
1864752,0.00
10253364,0.00
10253365,0.00
6059062,0.00
310793,0.00
11826233,0.00
13399100,0.00
14971965,0.00
15496265,0.00
166843,0.00
5534804,0.00
10253398,0.00
14816100,0.00
11826266,0.00
13399131,0.00
13399132,0.00
7107678,0.00
2389089,0.00
12350565,0.00
1340518,0.00
15496298,0.00
7107695,0.00
2757480,0.00
14447731,0.00
10253431,0.00
11826300,0.00
5534845,0.00
14972031,0.00
4486272,0.00
10777731,0.00
3961992,0.00
2670104,0.00
291988,0.00
14447766,0.00
4854639,0.00
1340574,0.00
14972065,0.00
10777766,0.00
816297,0.00
2389162,0.00
13923500,0.00
2890307,0.00
1864887,0.00
2913465,0.00
10253499,0.00
6059197,0.00
14972098,0.00
15496400,0.00
14447831,0.00
14447832,0.00
14447833,0.00
1340634,0.00
10253532,0.00
6059234,0.00
816355,0.00
11302131,0.00
12874999,0.00
10253566,0.00
11826432,0.00
816385,0.00
6059266,0.00
14972166,0.00
12350731,0.00
12350733,0.00
13923598,0.00
2389265,0.00
15496466,0.00
816403,0.00
292119,0.00
14447898,0.00
14447899,0.00
3962141,0.00
292126,0.00
10253599,0.00
13399331,0.00
10777900,0.00
2913581,0.00
12350766,0.00
13923633,0.00
6059314,0.00
15496499,0.00
1865012,0.00
12875066,0.00
5010747,0.00
292156,0.00
3962181,0.00
3437895,0.00
12350799,0.00
7107922,0.00
11302233,0.00
3437915,0.00
5010781,0.00
14447966,0.00
6583652,0.00
13399398,0.00
5535079,0.00
14972264,0.00
14972265,0.00
10777966,0.00
3962226,0.00
5641107,0.00
13923700,0.00
15496566,0.00
6073827,0.00
4486520,0.00
11302265,0.00
12875132,0.00
10253699,0.00
13399433,0.00
14972298,0.00
1340814,0.00
10777999,0.00
12350865,0.00
12350866,0.00
13923731,0.00
15496598,0.00
15496600,0.00
223471,0.00
11826600,0.00
10778033,0.00
12350899,0.00
7108020,0.00
15496632,0.00
11302332,0.00
5466358,0.00
11826633,0.00
13399499,0.00
3438028,0.00
13923798,0.00
15496665,0.00
6059484,0.00
10253798,0.00
4486631,0.00
11826664,0.00
11826665,0.00
3962348,0.00
3438061,0.00
14972398,0.00
3438065,0.00
13923831,0.00
15496699,0.00
15496700,0.00
1865213,0.00
11302398,0.00
6583808,0.00
6583815,0.00
4486665,0.00
11826699,0.00
12350999,0.00
13923866,0.00
4486691,0.00
7108132,0.00
4486696,0.00
11826731,0.00
13399598,0.00
5010992,0.00
14972465,0.00
292407,0.00
3438137,0.00
13923898,0.00
5990666,0.00
5212245,0.00
6583876,0.00
5535301,0.00
292427,0.00
11826765,0.00
14903565,0.00
13399633,0.00
11951065,0.00
292435,0.00
14972500,0.00
2233273,0.00
5011032,0.00
13923933,0.00
15496800,0.00
12875364,0.00
2389605,0.00
14448232,0.00
310887,0.00
11826798,0.00
11826800,0.00
13399665,0.00
292466,0.00
2389621,0.00
13923966,0.00
2389634,0.00
11302531,0.00
292484,0.00
10884033,0.00
14448266,0.00
10253966,0.00
11826831,0.00
14972564,0.00
12351132,0.00
15496864,0.00
15496866,0.00
11302564,0.00
6059685,0.00
12875431,0.00
3438248,0.00
13399732,0.00
1865399,0.00
13924031,0.00
15496899,0.00
11302598,0.00
12875464,0.00
14448331,0.00
6059724,0.00
6059728,0.00
7108305,0.00
14972631,0.00
10778333,0.00
3518519,0.00
3517983,0.00
15496933,0.00
292583,0.00
12875498,0.00
6584046,0.00
2389755,0.00
1865468,0.00
12351232,0.00
13924099,0.00
15496965,0.00
7108360,0.00
11302666,0.00
12875532,0.00
10254099,0.00
10254100,0.00
13813133,0.00
3962649,0.00
10778400,0.00
2389797,0.00
1341224,0.00
11302700,0.00
7108398,0.00
11826999,0.00
816958,0.00
12351298,0.00
1341259,0.00
14448465,0.00
4486998,0.00
2233316,0.00
5011293,0.00
10778464,0.00
12351331,0.00
12351333,0.00
5011302,0.00
292711,0.00
1865585,0.00
2389875,0.00
4487032,0.00
5011323,0.00
1865596,0.00
2914179,0.00
1865613,0.00
223555,0.00
2914199,0.00
10254233,0.00
13399966,0.00
13871465,0.00
2914208,0.00
12981233,0.00
5535657,0.00
13924266,0.00
10185031,0.00
5535664,0.00
11302833,0.00
12875699,0.00
4680009,0.00
5535674,0.00
11827133,0.00
10778565,0.00
12351432,0.00
13330765,0.00
1865680,0.00
10359800,0.00
5011410,0.00
12875731,0.00
12875733,0.00
14448598,0.00
6059991,0.00
11827165,0.00
13400031,0.00
7108576,0.00
1865697,0.00
14972900,0.00
15497199,0.00
3438577,0.00
3438582,0.00
7108607,0.00
14972932,0.00
14972933,0.00
14257264,0.00
12351499,0.00
13924365,0.00
6584335,0.00
4487186,0.00
14448664,0.00
14448665,0.00
2914338,0.00
6060071,0.00
4487209,0.00
3962925,0.00
2110873,0.00
13924400,0.00
1865777,0.00
1865778,0.00
4592649,0.00
12875833,0.00
